ticker,strategy_func,params
DJT,volume_trend_10,{}
DJT,volume_trend_30,{}
DJT,squeeze_ema_strategy,"{""short_ema"": 10, ""squeez_back_period"": 6}"
DJT,squeeze_ema_10_20,{}
DJT,squeeze_ema_15_25,{}
DJT,ema_pullback_strategy,{}
DOGE-USD,bollinger_bands_mean_reversion_sma_vectorized,{}
DOGE-USD,sma_stoch_close_strategy_vectorized,{}
DOGE-USD,stochastic_oscillator_signal_vectorized,{}
DOGE-USD,moving_average_crossover_signal_vectorized,{}
DOGE-USD,rsi_hammer_70_30_vectorized,{}
DOGE-USD,rsi_hammer_65_35_vectorized,{}
DOGE-USD,rsi_hammer_80_20_vectorized,{}
DOGE-USD,mean_reversion_signal_v1_vectorized,{}
DOGE-USD,mean_reversion_signal_v2_vectorized,{}
DOGE-USD,mean_reversion_signal_v3_vectorized,{}
DOGE-USD,rsi_engulfing_signals_vectorized,{}
DOGE-USD,mixed_signal_strategy_vectorized,{}
DOGE-USD,pinbar_macd_strategy_vectorized,{}
DOGE-USD,doji_rsi_simplified_vectorized,{}
DOGE-USD,bollinger_bands_adx_simple_35_20_vectorized,{}
DOGE-USD,bollinger_bands_adx_simple_vectorized,{}
DOGE-USD,bollinger_bands_adx_simple_45_25_vectorized,{}
DOGE-USD,x_rsi_bollinger_total_signal_15_65_35_vectorized,{}
DOGE-USD,x_rsi_bollinger_total_signal_10_70_30_vectorized,{}
DOGE-USD,x_rsi_bollinger_signal_vectorized,{}
DOGE-USD,adx_sma_trend_following,{}
DOGE-USD,adx_sma_tf_10_30_25,{}
DOGE-USD,adx_sma_tf_15_40_35,{}
DOGE-USD,adx_sma_tf_10_30_35,{}
DOGE-USD,adx_trend_breakout,{}
DOGE-USD,adx_trend_breakout_10_40,{}
DOGE-USD,adx_trend_breakout_10_35,{}
DOGE-USD,donchian_channel_vectorized,{}
DOGE-USD,donchian_channel_10_5_5,{}
DOGE-USD,donchian_channel_20_5_5,{}
DOGE-USD,liquidity_grab_rev_adx_filtered,{}
DOGE-USD,liquidity_grab_tf_adx_filtered,{}
DOGE-USD,adx_ema_trend_strategy,{}
DOGE-USD,adx_ema_trend_10_30_25,{}
DOGE-USD,adx_ema_trend_5_15_25,{}
DOGE-USD,dax_momentum_signal_vectorized,{}
DOGE-USD,inside_bar_breakout_signal_vectorized,{}
DOGE-USD,three_bar_reversal_signal_vectorized,{}
DOGE-USD,engulfing_pattern_signal_vectorized,{}
DOGE-USD,morning_evening_star_signal_vectorized,{}
DOGE-USD,doji_signal_strategy_v1_vectorized,{}
DOGE-USD,retracement_rev_vectorized,{}
DOGE-USD,retracement_tf_vectorized,{}
DOGE-USD,liquidity_grab_rev_strategy,{}
DOGE-USD,liquidity_grab_tf_strategy,{}
DOGE-USD,donchian_breakout_with_ma_filter,{}
DOGE-USD,donchian_breakout_with_ma_10_30,{}
DOGE-USD,donchian_breakout_with_ma_15_40,{}
DOGE-USD,donchian_inv_with_ma_filter,{}
DOGE-USD,donchian_inv_with_ma_15_40,{}
DOGE-USD,donchian_inv_with_ma_10_30,{}
DOGE-USD,keltner_rev_vectorized,{}
DOGE-USD,keltner_rev_15_1_5,{}
DOGE-USD,keltner_rev_50_2_5,{}
DOGE-USD,keltner_tf_vectorized,{}
DOGE-USD,keltner_tf_15_1_5,{}
DOGE-USD,keltner_tf_50_2_5,{}
DOGE-USD,weekly_breakout_vectorized,{}
DOGE-USD,weekly_breakout_1_2,{}
DOGE-USD,weekly_breakout_2_1,{}
DOGE-USD,weekly_breakout_2_2,{}
DOGE-USD,weekly_breakout_1_3,{}
DOGE-USD,weekly_breakout_2_3,{}
DOGE-USD,vwap_trading_strategy_threshold,{}
DOGE-USD,vwap_trading_strategy_cross,{}
DOGE-USD,vwap_trading_strategy_cross_20_10,{}
DOGE-USD,vwap_trading_strategy_cross_30_20,{}
DOGE-USD,parab_rev_vectorized,{}
DOGE-USD,parab_rev_8_16_32_vectorized,{}
DOGE-USD,parab_rev_3_6_15_vectorized,{}
DOGE-USD,ema_vwap_sma_vectorized,{}
DOGE-USD,ema_vwap_sma_15_30_50,{}
DOGE-USD,ema_vwap_sma_5_10_20,{}
DOGE-USD,ema_vwap_vectorized,{}
DOGE-USD,volume_trend_basic,{}
DOGE-USD,volume_trend_10,{}
DOGE-USD,volume_trend_30,{}
DOGE-USD,squeeze_ema_strategy,{}
DOGE-USD,squeeze_ema_10_20,{}
DOGE-USD,squeeze_ema_15_25,{}
DOGE-USD,ema_pullback_strategy,"{""short_ema"": 12, ""long_ema"": 22, ""min_move"": 0.01, ""min_trend_gap"": 0.05, ""lookback_trend"": 5}"
DRS,bollinger_bands_mean_reversion_sma_vectorized,{}
DRS,sma_stoch_close_strategy_vectorized,{}
DRS,stochastic_oscillator_signal_vectorized,{}
DRS,moving_average_crossover_signal_vectorized,{}
DRS,rsi_hammer_70_30_vectorized,{}
DRS,rsi_hammer_65_35_vectorized,{}
DRS,rsi_hammer_80_20_vectorized,{}
DRS,mean_reversion_signal_v1_vectorized,{}
DRS,mean_reversion_signal_v2_vectorized,{}
DRS,mean_reversion_signal_v3_vectorized,{}
DRS,rsi_engulfing_signals_vectorized,{}
DRS,mixed_signal_strategy_vectorized,{}
DRS,pinbar_macd_strategy_vectorized,{}
DRS,doji_rsi_simplified_vectorized,{}
DRS,bollinger_bands_adx_simple_35_20_vectorized,{}
DRS,bollinger_bands_adx_simple_vectorized,{}
DRS,bollinger_bands_adx_simple_45_25_vectorized,{}
DRS,x_rsi_bollinger_total_signal_15_65_35_vectorized,{}
DRS,x_rsi_bollinger_total_signal_10_70_30_vectorized,{}
DRS,x_rsi_bollinger_signal_vectorized,{}
DRS,adx_sma_trend_following,{}
DRS,adx_sma_tf_10_30_25,{}
DRS,adx_sma_tf_15_40_35,{}
DRS,adx_sma_tf_10_30_35,{}
DRS,adx_trend_breakout,{}
DRS,adx_trend_breakout_10_40,{}
DRS,adx_trend_breakout_10_35,{}
DRS,donchian_channel_vectorized,{}
DRS,donchian_channel_10_5_5,{}
DRS,donchian_channel_20_5_5,{}
DRS,liquidity_grab_rev_adx_filtered,{}
DRS,liquidity_grab_tf_adx_filtered,{}
DRS,adx_ema_trend_strategy,{}
DRS,adx_ema_trend_10_30_25,{}
DRS,adx_ema_trend_5_15_25,{}
DRS,dax_momentum_signal_vectorized,{}
DRS,inside_bar_breakout_signal_vectorized,{}
DRS,three_bar_reversal_signal_vectorized,{}
DRS,engulfing_pattern_signal_vectorized,{}
DRS,morning_evening_star_signal_vectorized,{}
DRS,doji_signal_strategy_v1_vectorized,{}
DRS,retracement_rev_vectorized,{}
DRS,retracement_tf_vectorized,{}
DRS,liquidity_grab_rev_strategy,{}
DRS,liquidity_grab_tf_strategy,{}
DRS,donchian_breakout_with_ma_filter,{}
DRS,donchian_breakout_with_ma_10_30,{}
DRS,donchian_breakout_with_ma_15_40,{}
DRS,donchian_inv_with_ma_filter,{}
DRS,donchian_inv_with_ma_15_40,{}
DRS,donchian_inv_with_ma_10_30,{}
DRS,keltner_rev_vectorized,{}
DRS,keltner_rev_15_1_5,{}
DRS,keltner_rev_50_2_5,{}
DRS,keltner_tf_vectorized,{}
DRS,keltner_tf_15_1_5,{}
DRS,keltner_tf_50_2_5,{}
DRS,weekly_breakout_vectorized,{}
DRS,weekly_breakout_1_2,{}
DRS,weekly_breakout_2_1,{}
DRS,weekly_breakout_2_2,{}
DRS,weekly_breakout_1_3,{}
DRS,weekly_breakout_2_3,{}
DRS,vwap_trading_strategy_threshold,{}
DRS,vwap_trading_strategy_cross,{}
DRS,vwap_trading_strategy_cross_20_10,{}
DRS,vwap_trading_strategy_cross_30_20,{}
DRS,parab_rev_vectorized,{}
DRS,parab_rev_8_16_32_vectorized,{}
DRS,parab_rev_3_6_15_vectorized,{}
DRS,ema_vwap_sma_vectorized,{}
DRS,ema_vwap_sma_15_30_50,{}
DRS,ema_vwap_sma_5_10_20,{}
DRS,ema_vwap_vectorized,{}
DRS,volume_trend_basic,{}
DRS,volume_trend_10,{}
DRS,volume_trend_30,{}
DRS,squeeze_ema_strategy,{}
DRS,squeeze_ema_10_20,{}
DRS,squeeze_ema_15_25,{}
DRS,ema_pullback_strategy,{}
EMR,bollinger_bands_mean_reversion_sma_vectorized,{}
EMR,sma_stoch_close_strategy_vectorized,{}
EMR,stochastic_oscillator_signal_vectorized,{}
EMR,moving_average_crossover_signal_vectorized,{}
EMR,rsi_hammer_70_30_vectorized,{}
EMR,rsi_hammer_65_35_vectorized,{}
EMR,rsi_hammer_80_20_vectorized,{}
EMR,mean_reversion_signal_v1_vectorized,{}
EMR,mean_reversion_signal_v2_vectorized,{}
EMR,mean_reversion_signal_v3_vectorized,{}
EMR,rsi_engulfing_signals_vectorized,{}
EMR,mixed_signal_strategy_vectorized,{}
EMR,pinbar_macd_strategy_vectorized,{}
EMR,doji_rsi_simplified_vectorized,{}
EMR,bollinger_bands_adx_simple_35_20_vectorized,{}
EMR,bollinger_bands_adx_simple_vectorized,{}
EMR,bollinger_bands_adx_simple_45_25_vectorized,{}
EMR,x_rsi_bollinger_total_signal_15_65_35_vectorized,{}
EMR,x_rsi_bollinger_total_signal_10_70_30_vectorized,{}
EMR,x_rsi_bollinger_signal_vectorized,{}
EMR,adx_sma_trend_following,{}
EMR,adx_sma_tf_10_30_25,{}
EMR,adx_sma_tf_15_40_35,{}
EMR,adx_sma_tf_10_30_35,{}
EMR,adx_trend_breakout,{}
EMR,adx_trend_breakout_10_40,{}
EMR,adx_trend_breakout_10_35,{}
EMR,donchian_channel_vectorized,{}
EMR,donchian_channel_10_5_5,{}
EMR,donchian_channel_20_5_5,{}
EMR,liquidity_grab_rev_adx_filtered,{}
EMR,liquidity_grab_tf_adx_filtered,{}
EMR,adx_ema_trend_strategy,{}
EMR,adx_ema_trend_10_30_25,{}
EMR,adx_ema_trend_5_15_25,{}
EMR,dax_momentum_signal_vectorized,{}
EMR,inside_bar_breakout_signal_vectorized,{}
EMR,three_bar_reversal_signal_vectorized,{}
EMR,engulfing_pattern_signal_vectorized,{}
EMR,morning_evening_star_signal_vectorized,{}
EMR,doji_signal_strategy_v1_vectorized,{}
EMR,retracement_rev_vectorized,{}
EMR,retracement_tf_vectorized,{}
EMR,liquidity_grab_rev_strategy,{}
EMR,liquidity_grab_tf_strategy,{}
EMR,donchian_breakout_with_ma_filter,{}
EMR,donchian_breakout_with_ma_10_30,{}
EMR,donchian_breakout_with_ma_15_40,{}
EMR,donchian_inv_with_ma_filter,{}
EMR,donchian_inv_with_ma_15_40,{}
EMR,donchian_inv_with_ma_10_30,{}
EMR,keltner_rev_vectorized,{}
EMR,keltner_rev_15_1_5,{}
EMR,keltner_rev_50_2_5,{}
EMR,keltner_tf_vectorized,{}
EMR,keltner_tf_15_1_5,{}
EMR,keltner_tf_50_2_5,{}
EMR,weekly_breakout_vectorized,{}
EMR,weekly_breakout_1_2,{}
EMR,weekly_breakout_2_1,{}
EMR,weekly_breakout_2_2,{}
EMR,weekly_breakout_1_3,{}
EMR,weekly_breakout_2_3,{}
EMR,vwap_trading_strategy_threshold,{}
EMR,vwap_trading_strategy_cross,{}
EMR,vwap_trading_strategy_cross_20_10,{}
EMR,vwap_trading_strategy_cross_30_20,{}
EMR,parab_rev_vectorized,{}
EMR,parab_rev_8_16_32_vectorized,{}
EMR,parab_rev_3_6_15_vectorized,{}
EMR,ema_vwap_sma_vectorized,{}
EMR,ema_vwap_sma_15_30_50,{}
EMR,ema_vwap_sma_5_10_20,{}
EMR,ema_vwap_vectorized,{}
EMR,volume_trend_basic,{}
EMR,volume_trend_10,{}
EMR,volume_trend_30,{}
EMR,squeeze_ema_strategy,{}
EMR,squeeze_ema_10_20,{}
EMR,squeeze_ema_15_25,{}
EMR,ema_pullback_strategy,{}
ENEL.MI,bollinger_bands_mean_reversion_sma_vectorized,{}
ENEL.MI,sma_stoch_close_strategy_vectorized,{}
ENEL.MI,stochastic_oscillator_signal_vectorized,{}
ENEL.MI,moving_average_crossover_signal_vectorized,{}
ENEL.MI,rsi_hammer_70_30_vectorized,{}
ENEL.MI,rsi_hammer_65_35_vectorized,{}
ENEL.MI,rsi_hammer_80_20_vectorized,{}
ENEL.MI,mean_reversion_signal_v1_vectorized,{}
ENEL.MI,mean_reversion_signal_v2_vectorized,{}
ENEL.MI,mean_reversion_signal_v3_vectorized,{}
ENEL.MI,rsi_engulfing_signals_vectorized,{}
ENEL.MI,mixed_signal_strategy_vectorized,{}
ENEL.MI,pinbar_macd_strategy_vectorized,{}
ENEL.MI,doji_rsi_simplified_vectorized,{}
ENEL.MI,bollinger_bands_adx_simple_35_20_vectorized,{}
ENEL.MI,bollinger_bands_adx_simple_vectorized,{}
ENEL.MI,bollinger_bands_adx_simple_45_25_vectorized,{}
ENEL.MI,x_rsi_bollinger_total_signal_15_65_35_vectorized,{}
ENEL.MI,x_rsi_bollinger_total_signal_10_70_30_vectorized,{}
ENEL.MI,x_rsi_bollinger_signal_vectorized,{}
ENEL.MI,adx_sma_trend_following,{}
ENEL.MI,adx_sma_tf_10_30_25,{}
ENEL.MI,adx_sma_tf_15_40_35,{}
ENEL.MI,adx_sma_tf_10_30_35,{}
ENEL.MI,adx_trend_breakout,{}
ENEL.MI,adx_trend_breakout_10_40,{}
ENEL.MI,adx_trend_breakout_10_35,{}
ENEL.MI,donchian_channel_vectorized,{}
ENEL.MI,donchian_channel_10_5_5,{}
ENEL.MI,donchian_channel_20_5_5,{}
ENEL.MI,liquidity_grab_rev_adx_filtered,{}
ENEL.MI,liquidity_grab_tf_adx_filtered,{}
ENEL.MI,adx_ema_trend_strategy,{}
ENEL.MI,adx_ema_trend_10_30_25,{}
ENEL.MI,adx_ema_trend_5_15_25,{}
ENEL.MI,dax_momentum_signal_vectorized,{}
ENEL.MI,inside_bar_breakout_signal_vectorized,{}
ENEL.MI,three_bar_reversal_signal_vectorized,{}
ENEL.MI,engulfing_pattern_signal_vectorized,{}
ENEL.MI,morning_evening_star_signal_vectorized,{}
ENEL.MI,doji_signal_strategy_v1_vectorized,{}
ENEL.MI,retracement_rev_vectorized,{}
ENEL.MI,retracement_tf_vectorized,{}
ENEL.MI,liquidity_grab_rev_strategy,{}
ENEL.MI,liquidity_grab_tf_strategy,{}
ENEL.MI,donchian_breakout_with_ma_filter,{}
ENEL.MI,donchian_breakout_with_ma_10_30,{}
ENEL.MI,donchian_breakout_with_ma_15_40,{}
ENEL.MI,donchian_inv_with_ma_filter,{}
ENEL.MI,donchian_inv_with_ma_15_40,{}
ENEL.MI,donchian_inv_with_ma_10_30,{}
ENEL.MI,keltner_rev_vectorized,{}
ENEL.MI,keltner_rev_15_1_5,{}
ENEL.MI,keltner_rev_50_2_5,{}
ENEL.MI,keltner_tf_vectorized,{}
ENEL.MI,keltner_tf_15_1_5,{}
ENEL.MI,keltner_tf_50_2_5,{}
ENEL.MI,weekly_breakout_vectorized,{}
ENEL.MI,weekly_breakout_1_2,{}
ENEL.MI,weekly_breakout_2_1,{}
ENEL.MI,weekly_breakout_2_2,{}
ENEL.MI,weekly_breakout_1_3,{}
ENEL.MI,weekly_breakout_2_3,{}
ENEL.MI,vwap_trading_strategy_threshold,{}
ENEL.MI,vwap_trading_strategy_cross,{}
ENEL.MI,vwap_trading_strategy_cross_20_10,{}
ENEL.MI,vwap_trading_strategy_cross_30_20,{}
ENEL.MI,parab_rev_vectorized,{}
ENEL.MI,parab_rev_8_16_32_vectorized,{}
ENEL.MI,parab_rev_3_6_15_vectorized,{}
ENEL.MI,ema_vwap_sma_vectorized,{}
ENEL.MI,ema_vwap_sma_15_30_50,{}
ENEL.MI,ema_vwap_sma_5_10_20,{}
ENEL.MI,ema_vwap_vectorized,{}
ENEL.MI,volume_trend_basic,{}
ENEL.MI,volume_trend_10,{}
ENEL.MI,volume_trend_30,{}
ENEL.MI,squeeze_ema_strategy,{}
ENEL.MI,squeeze_ema_10_20,{}
ENEL.MI,squeeze_ema_15_25,{}
ENEL.MI,ema_pullback_strategy,{}
ETH-USD,bollinger_bands_mean_reversion_sma_vectorized,{}
ETH-USD,sma_stoch_close_strategy_vectorized,{}
ETH-USD,stochastic_oscillator_signal_vectorized,{}
ETH-USD,moving_average_crossover_signal_vectorized,{}
ETH-USD,rsi_hammer_70_30_vectorized,{}
ETH-USD,rsi_hammer_65_35_vectorized,{}
ETH-USD,rsi_hammer_80_20_vectorized,{}
ETH-USD,mean_reversion_signal_v1_vectorized,{}
ETH-USD,mean_reversion_signal_v2_vectorized,{}
ETH-USD,mean_reversion_signal_v3_vectorized,{}
ETH-USD,rsi_engulfing_signals_vectorized,{}
ETH-USD,mixed_signal_strategy_vectorized,{}
ETH-USD,pinbar_macd_strategy_vectorized,{}
ETH-USD,doji_rsi_simplified_vectorized,{}
ETH-USD,bollinger_bands_adx_simple_35_20_vectorized,{}
ETH-USD,bollinger_bands_adx_simple_vectorized,{}
ETH-USD,bollinger_bands_adx_simple_45_25_vectorized,{}
ETH-USD,x_rsi_bollinger_total_signal_15_65_35_vectorized,{}
ETH-USD,x_rsi_bollinger_total_signal_10_70_30_vectorized,{}
ETH-USD,x_rsi_bollinger_signal_vectorized,{}
ETH-USD,adx_sma_trend_following,{}
ETH-USD,adx_sma_tf_10_30_25,{}
ETH-USD,adx_sma_tf_15_40_35,{}
ETH-USD,adx_sma_tf_10_30_35,{}
ETH-USD,adx_trend_breakout,{}
ETH-USD,adx_trend_breakout_10_40,{}
ETH-USD,adx_trend_breakout_10_35,{}
ETH-USD,donchian_channel_vectorized,{}
ETH-USD,donchian_channel_10_5_5,{}
ETH-USD,donchian_channel_20_5_5,{}
ETH-USD,liquidity_grab_rev_adx_filtered,{}
ETH-USD,liquidity_grab_tf_adx_filtered,{}
ETH-USD,adx_ema_trend_strategy,{}
ETH-USD,adx_ema_trend_10_30_25,{}
ETH-USD,adx_ema_trend_5_15_25,{}
ETH-USD,dax_momentum_signal_vectorized,{}
ETH-USD,inside_bar_breakout_signal_vectorized,{}
ETH-USD,three_bar_reversal_signal_vectorized,{}
ETH-USD,engulfing_pattern_signal_vectorized,{}
ETH-USD,morning_evening_star_signal_vectorized,{}
ETH-USD,doji_signal_strategy_v1_vectorized,{}
ETH-USD,retracement_rev_vectorized,{}
ETH-USD,retracement_tf_vectorized,{}
ETH-USD,liquidity_grab_rev_strategy,{}
ETH-USD,liquidity_grab_tf_strategy,{}
ETH-USD,donchian_breakout_with_ma_filter,{}
ETH-USD,donchian_breakout_with_ma_10_30,{}
ETH-USD,donchian_breakout_with_ma_15_40,{}
ETH-USD,donchian_inv_with_ma_filter,{}
ETH-USD,donchian_inv_with_ma_15_40,{}
ETH-USD,donchian_inv_with_ma_10_30,{}
ETH-USD,keltner_rev_vectorized,{}
ETH-USD,keltner_rev_15_1_5,{}
ETH-USD,keltner_rev_50_2_5,{}
ETH-USD,keltner_tf_vectorized,{}
ETH-USD,keltner_tf_15_1_5,{}
ETH-USD,keltner_tf_50_2_5,{}
ETH-USD,weekly_breakout_vectorized,{}
ETH-USD,weekly_breakout_1_2,{}
ETH-USD,weekly_breakout_2_1,{}
ETH-USD,weekly_breakout_2_2,{}
ETH-USD,weekly_breakout_1_3,{}
ETH-USD,weekly_breakout_2_3,{}
ETH-USD,vwap_trading_strategy_threshold,{}
ETH-USD,vwap_trading_strategy_cross,{}
ETH-USD,vwap_trading_strategy_cross_20_10,{}
ETH-USD,vwap_trading_strategy_cross_30_20,{}
ETH-USD,parab_rev_vectorized,{}
ETH-USD,parab_rev_8_16_32_vectorized,{}
ETH-USD,parab_rev_3_6_15_vectorized,{}
ETH-USD,ema_vwap_sma_vectorized,{}
ETH-USD,ema_vwap_sma_15_30_50,{}
ETH-USD,ema_vwap_sma_5_10_20,{}
ETH-USD,ema_vwap_vectorized,{}
ETH-USD,volume_trend_basic,{}
ETH-USD,volume_trend_10,{}
ETH-USD,volume_trend_30,{}
ETH-USD,squeeze_ema_strategy,{}
ETH-USD,squeeze_ema_10_20,{}
ETH-USD,squeeze_ema_15_25,{}
ETH-USD,ema_pullback_strategy,{}
FBK.MI,bollinger_bands_mean_reversion_sma_vectorized,{}
FBK.MI,sma_stoch_close_strategy_vectorized,{}
FBK.MI,stochastic_oscillator_signal_vectorized,{}
FBK.MI,moving_average_crossover_signal_vectorized,{}
FBK.MI,rsi_hammer_70_30_vectorized,{}
FBK.MI,rsi_hammer_65_35_vectorized,{}
FBK.MI,rsi_hammer_80_20_vectorized,{}
FBK.MI,mean_reversion_signal_v1_vectorized,{}
FBK.MI,mean_reversion_signal_v2_vectorized,{}
FBK.MI,mean_reversion_signal_v3_vectorized,{}
FBK.MI,rsi_engulfing_signals_vectorized,{}
FBK.MI,mixed_signal_strategy_vectorized,{}
FBK.MI,pinbar_macd_strategy_vectorized,{}
FBK.MI,doji_rsi_simplified_vectorized,{}
FBK.MI,bollinger_bands_adx_simple_35_20_vectorized,{}
FBK.MI,bollinger_bands_adx_simple_vectorized,{}
FBK.MI,bollinger_bands_adx_simple_45_25_vectorized,{}
FBK.MI,x_rsi_bollinger_total_signal_15_65_35_vectorized,{}
FBK.MI,x_rsi_bollinger_total_signal_10_70_30_vectorized,{}
FBK.MI,x_rsi_bollinger_signal_vectorized,{}
FBK.MI,adx_sma_trend_following,{}
FBK.MI,adx_sma_tf_10_30_25,{}
FBK.MI,adx_sma_tf_15_40_35,{}
FBK.MI,adx_sma_tf_10_30_35,{}
FBK.MI,adx_trend_breakout,{}
FBK.MI,adx_trend_breakout_10_40,{}
FBK.MI,adx_trend_breakout_10_35,{}
FBK.MI,donchian_channel_vectorized,{}
FBK.MI,donchian_channel_10_5_5,{}
FBK.MI,donchian_channel_20_5_5,{}
FBK.MI,liquidity_grab_rev_adx_filtered,{}
FBK.MI,liquidity_grab_tf_adx_filtered,{}
FBK.MI,adx_ema_trend_strategy,{}
FBK.MI,adx_ema_trend_10_30_25,{}
FBK.MI,adx_ema_trend_5_15_25,{}
FBK.MI,dax_momentum_signal_vectorized,{}
FBK.MI,inside_bar_breakout_signal_vectorized,{}
FBK.MI,three_bar_reversal_signal_vectorized,{}
FBK.MI,engulfing_pattern_signal_vectorized,{}
FBK.MI,morning_evening_star_signal_vectorized,{}
FBK.MI,doji_signal_strategy_v1_vectorized,{}
FBK.MI,retracement_rev_vectorized,{}
FBK.MI,retracement_tf_vectorized,{}
FBK.MI,liquidity_grab_rev_strategy,{}
FBK.MI,liquidity_grab_tf_strategy,{}
FBK.MI,donchian_breakout_with_ma_filter,{}
FBK.MI,donchian_breakout_with_ma_10_30,{}
FBK.MI,donchian_breakout_with_ma_15_40,{}
FBK.MI,donchian_inv_with_ma_filter,{}
FBK.MI,donchian_inv_with_ma_15_40,{}
FBK.MI,donchian_inv_with_ma_10_30,{}
FBK.MI,keltner_rev_vectorized,{}
FBK.MI,keltner_rev_15_1_5,{}
FBK.MI,keltner_rev_50_2_5,{}
FBK.MI,keltner_tf_vectorized,{}
FBK.MI,keltner_tf_15_1_5,{}
FBK.MI,keltner_tf_50_2_5,{}
FBK.MI,weekly_breakout_vectorized,{}
FBK.MI,weekly_breakout_1_2,{}
FBK.MI,weekly_breakout_2_1,{}
FBK.MI,weekly_breakout_2_2,{}
FBK.MI,weekly_breakout_1_3,{}
FBK.MI,weekly_breakout_2_3,{}
FBK.MI,vwap_trading_strategy_threshold,{}
FBK.MI,vwap_trading_strategy_cross,{}
FBK.MI,vwap_trading_strategy_cross_20_10,{}
FBK.MI,vwap_trading_strategy_cross_30_20,{}
FBK.MI,parab_rev_vectorized,{}
FBK.MI,parab_rev_8_16_32_vectorized,{}
FBK.MI,parab_rev_3_6_15_vectorized,{}
FBK.MI,ema_vwap_sma_vectorized,{}
FBK.MI,ema_vwap_sma_15_30_50,{}
FBK.MI,ema_vwap_sma_5_10_20,{}
FBK.MI,ema_vwap_vectorized,{}
FBK.MI,volume_trend_basic,{}
FBK.MI,volume_trend_10,{}
FBK.MI,volume_trend_30,{}
FBK.MI,squeeze_ema_strategy,{}
FBK.MI,squeeze_ema_10_20,{}
FBK.MI,squeeze_ema_15_25,{}
FBK.MI,ema_pullback_strategy,{}
GE,bollinger_bands_mean_reversion_sma_vectorized,{}
GE,sma_stoch_close_strategy_vectorized,{}
GE,stochastic_oscillator_signal_vectorized,{}
GE,moving_average_crossover_signal_vectorized,{}
GE,rsi_hammer_70_30_vectorized,{}
GE,rsi_hammer_65_35_vectorized,{}
GE,rsi_hammer_80_20_vectorized,{}
GE,mean_reversion_signal_v1_vectorized,{}
GE,mean_reversion_signal_v2_vectorized,{}
GE,mean_reversion_signal_v3_vectorized,{}
GE,rsi_engulfing_signals_vectorized,{}
GE,mixed_signal_strategy_vectorized,{}
GE,pinbar_macd_strategy_vectorized,{}
GE,doji_rsi_simplified_vectorized,{}
GE,bollinger_bands_adx_simple_35_20_vectorized,{}
GE,bollinger_bands_adx_simple_vectorized,{}
GE,bollinger_bands_adx_simple_45_25_vectorized,{}
GE,x_rsi_bollinger_total_signal_15_65_35_vectorized,{}
GE,x_rsi_bollinger_total_signal_10_70_30_vectorized,{}
GE,x_rsi_bollinger_signal_vectorized,{}
GE,adx_sma_trend_following,{}
GE,adx_sma_tf_10_30_25,{}
GE,adx_sma_tf_15_40_35,{}
GE,adx_sma_tf_10_30_35,{}
GE,adx_trend_breakout,{}
GE,adx_trend_breakout_10_40,{}
GE,adx_trend_breakout_10_35,{}
GE,donchian_channel_vectorized,{}
GE,donchian_channel_10_5_5,{}
GE,donchian_channel_20_5_5,{}
GE,liquidity_grab_rev_adx_filtered,{}
GE,liquidity_grab_tf_adx_filtered,{}
GE,adx_ema_trend_strategy,{}
GE,adx_ema_trend_10_30_25,{}
GE,adx_ema_trend_5_15_25,{}
GE,dax_momentum_signal_vectorized,{}
GE,inside_bar_breakout_signal_vectorized,{}
GE,three_bar_reversal_signal_vectorized,{}
GE,engulfing_pattern_signal_vectorized,{}
GE,morning_evening_star_signal_vectorized,{}
GE,doji_signal_strategy_v1_vectorized,{}
GE,retracement_rev_vectorized,{}
GE,retracement_tf_vectorized,{}
GE,liquidity_grab_rev_strategy,{}
GE,liquidity_grab_tf_strategy,{}
GE,donchian_breakout_with_ma_filter,{}
GE,donchian_breakout_with_ma_10_30,{}
GE,donchian_breakout_with_ma_15_40,{}
GE,donchian_inv_with_ma_filter,{}
GE,donchian_inv_with_ma_15_40,{}
GE,donchian_inv_with_ma_10_30,{}
GE,keltner_rev_vectorized,{}
GE,keltner_rev_15_1_5,{}
GE,keltner_rev_50_2_5,{}
GE,keltner_tf_vectorized,{}
GE,keltner_tf_15_1_5,{}
GE,keltner_tf_50_2_5,{}
GE,weekly_breakout_vectorized,{}
GE,weekly_breakout_1_2,{}
GE,weekly_breakout_2_1,{}
GE,weekly_breakout_2_2,{}
GE,weekly_breakout_1_3,{}
GE,weekly_breakout_2_3,{}
GE,vwap_trading_strategy_threshold,{}
GE,vwap_trading_strategy_cross,{}
GE,vwap_trading_strategy_cross_20_10,{}
GE,vwap_trading_strategy_cross_30_20,{}
GE,parab_rev_vectorized,{}
GE,parab_rev_8_16_32_vectorized,{}
GE,parab_rev_3_6_15_vectorized,{}
GE,ema_vwap_sma_vectorized,{}
GE,ema_vwap_sma_15_30_50,{}
GE,ema_vwap_sma_5_10_20,{}
GE,ema_vwap_vectorized,{}
GE,volume_trend_basic,{}
GE,volume_trend_10,{}
GE,volume_trend_30,{}
GE,squeeze_ema_strategy,"{""short_ema"": 6, ""squeez_back_period"": 5}"
GE,squeeze_ema_10_20,{}
GE,squeeze_ema_15_25,{}
GE,ema_pullback_strategy,"{""short_ema"": 8, ""long_ema"": 20, ""min_move"": 0.01, ""min_trend_gap"": 0.04, ""lookback_trend"": 7}"
